,Time,X,Y,Z
145,3.625518,-0.8387,-0.0173,0.6853
146,3.645239,-0.9152,-0.011,0.5028
147,3.665542,-0.9919,0.0408,0.258
148,3.685305,-1.0955,0.0464,0.3472
149,3.704913,-1.2074,0.2458,0.4613
150,3.725361,-0.9355,0.0836,0.4661
151,3.747341,-0.6873,0.161,0.5729
152,3.765208,-0.5805,0.1405,0.6301
153,3.785074,-0.5395,0.1874,0.6633
154,3.805427,-0.5233,0.1527,0.6758
155,3.825195,-0.6364,0.107,0.6076
156,3.852249,-0.7139,0.0872,0.6027
157,3.864767,-0.5959,0.0208,0.4832
158,3.885193,-0.5978,0.0708,0.568
159,3.905298,-0.537,0.042,0.6489
160,3.925666,-0.5197,-0.0381,0.6479
161,3.945887,-0.5702,-0.0938,0.4815
162,3.964901,-0.7818,-0.0931,0.3393
163,3.985004,-1.0107,0.0838,0.4312
164,4.005427,-0.9875,0.213,0.7945
165,4.025178,-0.9272,0.3115,0.7371
166,4.045233,-0.7806,0.4104,0.6303
167,4.065183,-0.8632,0.4012,0.6284
168,4.088584,-0.9282,0.4832,0.505
169,4.105133,-0.7654,0.4554,0.529
170,4.126097,-0.8077,0.1769,0.5988
171,4.150671,-1.0913,0.088,0.8126
172,4.16496,-1.1971,0.0787,0.7471
173,4.18511,-1.2233,-0.1004,0.8761
174,4.205138,-1.0071,-0.3017,0.8886
175,4.225692,-0.9687,-0.1388,0.9682
176,4.245131,-0.8483,0.0745,0.9206
177,4.265004,-0.3547,0.0159,0.8331
178,4.284951,-0.0892,-0.0655,0.8434
179,4.304699,-0.4456,-0.0073,0.6985
180,4.325032,-0.6526,0.0919,0.5961
181,4.345049,-0.6902,0.2001,0.6714
182,4.3667,-0.6572,0.2072,0.7227
183,4.388429,-0.6772,0.0559,0.8593
184,4.40475,-0.644,-0.0247,0.8549
185,4.425108,-0.5434,-0.0701,0.7124
186,4.444855,-0.7066,0.1234,0.7535
187,4.464761,-0.7183,0.152,0.8585
188,4.484813,-0.7725,0.173,0.6733
189,4.505091,-0.7723,0.1634,0.2201
190,4.525047,-0.7303,0.0581,-0.0601
191,4.545181,-0.7559,0.2055,-0.1923
192,4.56641,-0.9076,0.1791,-0.1471
193,4.584604,-1.1097,0.1141,-0.1722
194,4.604556,-1.1637,0.184,-0.2162
195,4.626959,-1.1234,0.1715,-0.1283
196,4.645076,-0.988,0.0953,-0.0156
197,4.664559,-1.0007,0.109,0.0645
198,4.685835,-0.9328,0.1527,0.0669
199,4.704899,-0.9416,0.0564,0.077
200,4.724713,-1.031,0.023,0.0745
201,4.745972,-1.1067,0.0198,0.0369
202,4.765346,-1.0794,-0.0623,0.0989
203,4.784865,-1.0686,-0.0919,0.202
204,4.804828,-1.1185,-0.0987,0.2196
205,4.825008,-1.0706,-0.1808,0.3452
206,4.845618,-0.9389,-0.1397,0.6169
207,4.864686,-0.8446,-0.245,1.193
208,4.884844,-0.7588,-0.2893,1.063
209,4.904705,-1.0268,-0.258,0.3166
210,4.92922,-0.911,0.009,-0.5397
211,4.94579,-1.2103,0.1578,0.7293
212,4.964684,-1.2213,-0.0415,0.2985
213,4.98599,-1.2506,0.0557,0.1263
214,5.004925,-1.3364,0.1346,0.0095
215,5.024175,-1.1729,-0.0117,-0.3564
216,5.045426,-1.0696,-0.1498,-0.2788
217,5.065318,-0.9702,-0.2323,-0.2152
218,5.084853,-0.9741,-0.1678,-0.1556
219,5.105654,-1.008,-0.0804,0.0706
220,5.124413,-0.9619,-0.0362,0.1239
221,5.145079,-0.9335,-0.0806,-0.0955
222,5.164952,-0.9643,-0.0467,-0.1185
223,5.184751,-1.0176,-0.0313,-0.0352
224,5.205125,-1.0498,-0.0237,-0.0195
225,5.225439,-1.1023,-0.0134,0.0347
226,5.245293,-1.2013,0.0105,0.001
227,5.265072,-1.2668,-0.0081,-0.0015
228,5.286615,-1.2035,-0.0086,0.0906
229,5.304557,-1.0193,0.0889,0.0992
230,5.324728,-0.8282,0.1371,0.0989
231,5.345091,-0.8505,0.141,-0.0608
232,5.365374,-0.8529,0.1791,0.002
233,5.384775,-0.9018,0.0762,0.2475
234,5.405474,-1.1028,-0.0933,0.2597
235,5.424701,-1.1429,0.0012,0.2013
236,5.445051,-1.1041,0.1415,0.0613
237,5.465349,-1.0066,0.1314,0.009
238,5.486497,-0.9067,0.0115,0.1219
239,5.504907,-0.8837,-0.0186,0.2575
240,5.524302,-0.9438,0.0596,0.2057
241,5.544811,-0.9831,0.1131,0.13
242,5.565985,-0.977,0.0396,0.1573
243,5.584759,-0.9848,-0.0129,0.2267
244,5.605542,-0.9223,0.0051,0.2805
245,5.625817,-0.8346,-0.0327,0.2231
246,5.645421,-0.7027,0.0078,0.2426
247,5.665253,-0.6489,0.0621,0.2199
248,5.684784,-0.6594,0.0562,0.1932
249,5.704819,-0.7366,0.0447,0.1642
250,5.724768,-0.8488,-0.0335,0.1691
251,5.745049,-1.0388,-0.1153,0.2052
252,5.765093,-1.1255,-0.1234,0.1967
253,5.784539,-1.0442,-0.087,0.1454
254,5.804703,-0.9817,-0.1148,0.0313
255,5.826479,-0.8983,-0.0999,-0.074
256,5.845804,-0.848,-0.075,-0.2006
257,5.864629,-0.9421,-0.1119,-0.2709
258,5.884768,-1.1808,-0.1407,-0.1788
259,5.904458,-1.3896,-0.0872,-0.0963
260,5.92483,-1.5294,0.0679,-0.2768
261,5.945398,-1.3281,-0.0308,-0.1791
262,5.964485,-1.1952,-0.2871,0.0017
263,5.985059,-1.0547,-0.2939,0.1256
264,6.005543,-0.9997,-0.235,0.0208
265,6.025137,-0.9301,-0.077,0.0337
266,6.045308,-0.9404,0.0318,0.0327
267,6.065377,-0.9101,0.0511,0.0381
268,6.084471,-0.872,-0.0078,-0.0066
269,6.105217,-0.9042,-0.1295,0.0559
270,6.124925,-1.0051,-0.1566,0.1214
271,6.14524,-1.0518,-0.1888,0.1222
272,6.165245,-1.0447,-0.2035,0.0862
273,6.185617,-1.0813,-0.2008,0.0545
274,6.204914,-1.0178,-0.1779,0.1324
275,6.224703,-0.8297,-0.1495,0.1112
276,6.244908,-0.7747,0.0056,-0.0796
277,6.264592,-0.9152,0.088,-0.2218
278,6.285558,-1.1549,-0.0217,-0.1793
279,6.304733,-1.237,-0.0982,0.0567
280,6.324352,-1.1962,-0.0721,0.0423
281,6.345023,-1.0833,-0.0325,-0.0694
282,6.367957,-0.9646,-0.0911,-0.0953
283,6.38457,-0.9005,-0.2135,-0.0349
284,6.405056,-0.9096,-0.2028,0.0132
285,6.424744,-0.9606,-0.0752,0.0017
286,6.444967,-0.9225,-0.0064,-0.0191
287,6.465137,-0.8744,0.0342,-0.0337
288,6.48676,-0.9387,0.076,-0.0728
289,6.504736,-1.0278,0.0789,-0.119
290,6.524842,-1.1114,0.0821,-0.1952
291,6.545285,-1.1732,0.1129,-0.2597
292,6.564739,-1.3036,0.2387,-0.3393
293,6.584958,-1.2672,0.1913,-0.1984
294,6.605137,-1.0811,0.0029,-0.0037
295,6.624644,-0.9736,-0.1004,0.0533
296,6.645182,-0.8756,-0.088,0.0296
297,6.66498,-0.8099,-0.0296,-0.0347
298,6.686057,-0.8119,0.034,-0.1143
299,6.704865,-0.8214,0.1007,-0.1534
300,6.724955,-0.9123,0.1559,0.1695
301,6.745135,-1.0676,0.0726,0.127
302,6.765124,-1.1536,0.0264,-0.0667
303,6.785462,-1.1815,0.0105,-0.0205
304,6.804614,-1.1136,-0.0193,0.0586
305,6.824946,-1.0278,-0.0611,0.0064
306,6.84509,-0.9704,-0.0872,-0.0599
307,6.864828,-0.9296,-0.0855,-0.0501
308,6.885188,-0.9333,-0.0716,-0.0073
309,6.905523,-1.0107,-0.0662,0.0713
310,6.924875,-1.0967,-0.0601,0.0853
311,6.945109,-1.1023,-0.0577,0.0479
312,6.964958,-1.0774,-0.0515,0.0344
313,6.984848,-1.0525,-0.0371,-0.0024
314,7.005054,-1.0071,-0.0391,-0.0029
315,7.024721,-0.9699,-0.0809,0.0564
316,7.044744,-0.934,-0.129,0.0286
317,7.064738,-0.9479,-0.1307,-0.0112
318,7.084968,-1.0012,-0.1009,0.0249
319,7.10499,-1.04,-0.0599,0.0601
320,7.125318,-1.0867,-0.0242,-0.0374
321,7.145256,-1.1683,0.033,-0.0464
322,7.16521,-1.1334,0.0594,0.0955
323,7.185561,-1.1265,0.2011,0.0022
324,7.206986,-0.9093,0.0994,0.0887
325,7.224803,-0.668,-0.0545,0.0906
326,7.244814,-0.5888,-0.162,0.0261
327,7.265004,-0.8705,0.0083,-0.0088
328,7.28476,-1.1434,0.1456,0.063
329,7.304893,-1.1595,0.0972,0.1126
330,7.324638,-0.9983,-0.0022,0.0447
331,7.346351,-0.9057,-0.0398,-0.0293
332,7.364668,-0.9602,0.009,-0.0963
333,7.384801,-1.1461,0.0418,-0.1847
334,7.404659,-1.2795,0.0501,-0.0315
335,7.424417,-1.1409,0.0469,0.1495
336,7.448189,-0.8683,0.0073,0.1327
337,7.465026,-0.7618,0.0071,0.0173
338,7.48701,-0.8693,0.0491,-0.1507
339,7.504627,-1.107,0.117,-0.2761
340,7.524995,-1.3181,0.1786,-0.2035
341,7.545133,-1.3496,0.107,0.0694
342,7.564872,-1.2912,-0.0088,0.0572
343,7.584239,-1.1668,-0.1461,-0.033
344,7.605067,-0.9914,-0.1779,0.0117
345,7.624765,-0.858,-0.066,0.0738
346,7.644964,-0.7422,0.0257,0.0584
347,7.665592,-0.6819,0.0894,-0.042
348,7.686075,-0.8402,0.1116,-0.1832
349,7.704288,-1.1243,0.0467,0.0188
350,7.724627,-1.2782,-0.0205,0.2428
351,7.751043,-1.1615,-0.032,0.0452
352,7.764473,-1.0185,-0.0142,-0.1099
353,7.785878,-0.9462,-0.0581,-0.0782
354,7.805219,-0.9589,-0.0911,0.0198
355,7.82667,-1.022,-0.0266,0.033
356,7.844552,-1.0234,0.0283,-0.0159
357,7.865098,-0.9868,0.0127,-0.0127
358,7.883949,-1.0102,-0.0076,0.0293
359,7.903229,-1.0422,-0.0281,0.0733
360,7.923499,-1.0163,-0.0244,0.0738
361,7.944627,-0.9724,-0.0362,0.0117
362,7.963199,-0.9646,-0.022,-0.0071
363,7.984148,-0.9804,-0.0049,0.0188
364,8.003624,-0.997,0.0034,0.0279
365,8.023642,-0.9961,0.0144,0.0046
366,8.047503,-0.9961,0.0149,-0.0173
367,8.063378,-1.0227,0.0029,-0.0195
368,8.08341,-1.0364,-0.023,0.0051
369,8.104789,-1.0657,-0.0325,0.0042
370,8.123562,-1.0449,-0.0259,0.0029
371,8.144041,-0.989,-0.0225,0.0056
372,8.164754,-0.9621,-0.0327,-0.0034
373,8.184725,-0.9699,-0.0413,-0.0242
374,8.204492,-0.979,-0.0347,-0.0501
375,8.223688,-0.9951,-0.0369,-0.0467
376,8.243972,-1.0188,-0.0447,-0.0252
377,8.263942,-1.0268,-0.0508,-0.0181
378,8.284213,-1.0203,-0.0616,-0.0435
379,8.303508,-1.03,-0.0706,-0.0559
380,8.323166,-1.041,-0.0804,-0.0359
381,8.344814,-1.0315,-0.1021,-0.0249
382,8.364736,-1.0124,-0.129,-0.0354
383,8.38399,-1.0112,-0.108,-0.0296
384,8.406376,-1.0156,-0.0484,-0.0103
385,8.423411,-1.0054,-0.0044,0.0054
386,8.443552,-0.9575,-0.0029,-0.0144
387,8.463794,-0.8808,-0.0169,-0.0738
388,8.48339,-0.861,-0.0203,-0.0936
389,8.504474,-0.9443,-0.0173,-0.075
390,8.523627,-1.0855,-0.0261,-0.0381
391,8.544144,-1.2101,-0.041,0.0142
392,8.563969,-1.2125,-0.0633,0.0337
393,8.583422,-1.0938,-0.0611,0.022
394,8.603384,-0.9677,-0.054,0.0149
395,8.62329,-0.9018,-0.0349,0.0164
396,8.644145,-0.9013,-0.0098,0.0354
397,8.664887,-0.9404,-0.0166,0.0533
398,8.683548,-1.019,-0.0252,0.0757
399,8.703871,-1.0896,-0.0296,0.096
400,8.723451,-1.0943,-0.0357,0.0814
401,8.745765,-1.0273,-0.0261,0.0559
402,8.766038,-0.9707,-0.0086,0.0393
403,8.783874,-0.946,0.0213,0.0347
404,8.804749,-0.958,0.0508,0.0296
405,8.823765,-0.9868,0.0613,0.0467
406,8.844122,-1.0234,0.0501,0.0581
407,8.86359,-1.0283,0.0325,0.0349
408,8.883915,-1.0371,0.0249,0.02
409,8.90378,-1.0603,0.0235,0.0506
410,8.923546,-1.0493,0.0315,0.0513
411,8.944356,-1.0102,0.0442,0.0276
412,8.963389,-0.9858,0.0432,0.0203
413,8.984358,-0.9809,0.0264,0.0129
414,9.003498,-1.0044,0.0081,0.0264
415,9.024607,-1.0452,0.0051,0.045
416,9.044113,-1.064,0.0139,0.0586
417,9.063909,-1.0408,0.0235,0.0506
418,9.084036,-1.0115,0.0308,0.032
419,9.103656,-0.9902,0.0362,0.032
420,9.123672,-0.9751,0.0254,0.0508
421,9.143649,-0.9687,0.0103,0.0594
422,9.163726,-0.9863,0.0007,0.0603
423,9.186949,-1.0046,-0.0088,0.0657
424,9.204066,-1.0073,-0.011,0.0765
425,9.22439,-1.0027,0.0034,0.0581
426,9.243922,-1.0066,0.0205,0.0335
427,9.263242,-1.0232,0.0237,0.0491
428,9.283427,-1.0239,0.0303,0.0716
429,9.303582,-1.0032,0.0464,0.0567
430,9.323541,-0.988,0.0498,0.0479
431,9.343753,-0.9892,0.0393,0.0518
432,9.363475,-0.9904,0.0142,0.0457
433,9.384396,-1.0173,-0.009,0.0493
434,9.403949,-1.0325,-0.0198,0.0728
435,9.423983,-1.0185,-0.0296,0.0621
436,9.443697,-1.0095,-0.041,0.0454
437,9.463298,-1.0227,-0.0435,0.0552
438,9.483571,-1.03,-0.0242,0.0669
439,9.503698,-1.0178,0.0139,0.0667
440,9.523429,-1.0097,0.043,0.0638
441,9.544185,-0.9907,0.0501,0.0547
442,9.563261,-0.9892,0.0452,0.0498
443,9.583493,-1.0173,0.0435,0.0491
444,9.607107,-1.0339,0.0354,0.0296
445,9.623271,-1.0286,0.0283,0.0462
446,9.643852,-1.0168,0.0071,0.0586
447,9.663563,-1.0085,-0.012,-0.0298
448,9.68342,-1.0,-0.0413,0.0046
449,9.703358,-0.9755,-0.0652,0.0396
450,9.723573,-0.9809,-0.045,-0.0264
451,9.743503,-1.0288,0.0357,-0.0227
452,9.763143,-1.0295,0.0831,0.0481
453,9.783898,-1.0117,0.0767,0.0362
454,9.803615,-1.0212,0.054,-0.0086
455,9.824566,-1.0005,0.0249,-0.0227
456,9.844423,-0.9663,0.0156,-0.0191
457,9.863253,-0.9572,0.0322,-0.0195
458,9.883561,-0.987,0.041,-0.0183
459,9.90447,-1.0315,0.0386,0.0393
460,9.923468,-1.0369,0.0125,0.0738
461,9.943938,-1.0178,-0.0203,0.0586
462,9.96944,-1.0198,-0.0257,0.0232
463,9.983311,-1.0403,-0.0056,0.001
464,10.003294,-1.0376,0.0159,0.0169
465,10.023472,-1.0154,0.0198,0.0259
466,10.043675,-0.9858,0.0078,0.0137
467,10.063525,-0.9763,0.002,0.0151
468,10.083428,-0.9807,0.0144,0.0327
469,10.103523,-1.0093,0.042,0.0279
470,10.123305,-1.041,0.0608,0.0423
471,10.144873,-1.0361,0.0804,0.0625
472,10.163252,-1.0054,0.0635,0.042
473,10.18329,-0.9702,0.0093,-0.0217
474,10.204024,-0.9587,-0.0789,-0.0503
475,10.223402,-1.0227,-0.1204,-0.0222
476,10.24364,-1.1048,-0.0608,-0.0005
477,10.263547,-1.0762,0.0406,0.033
478,10.283285,-0.9997,0.0843,0.0244
479,10.3034,-0.9636,0.0909,0.0034
480,10.323738,-0.9751,0.0897,-0.0142
481,10.344121,-1.0193,0.0801,-0.0073
482,10.363937,-1.0405,0.0364,0.0283
483,10.38358,-1.0515,0.0012,0.044
484,10.404282,-1.0625,-0.0169,0.0379
485,10.423264,-1.0452,-0.0369,0.0178
486,10.444098,-0.9946,-0.0357,-0.0098
487,10.463675,-0.9602,-0.0237,-0.0049
488,10.484597,-0.9648,-0.0007,-0.0034
489,10.503965,-0.9941,0.0164,-0.0076
490,10.523772,-1.0261,0.0235,0.0413
491,10.543417,-1.0105,0.0401,0.041
492,10.5637,-0.9946,0.0496,-0.0088
493,10.583524,-1.01,-0.0002,-0.0125
494,10.605083,-1.0427,-0.0503,0.02
495,10.623725,-1.0464,-0.053,0.0486
496,10.642433,-1.0139,-0.0054,0.0476
497,10.662897,-0.9716,0.0677,0.0034
498,10.683147,-0.9621,0.1202,-0.0208
499,10.704011,-0.9909,0.1415,-0.0064
500,10.722841,-0.9941,0.1229,0.0083
501,10.742959,-0.9978,0.1109,0.0393
502,10.762669,-1.0234,0.1361,0.0318
503,10.782976,-1.0383,0.1444,0.0151
504,10.803301,-1.0298,0.0901,0.0257
505,10.822817,-1.0259,0.0115,0.0442
506,10.845581,-1.0183,-0.0225,0.0195
507,10.862815,-0.9968,-0.0247,-0.011
508,10.882879,-1.0093,-0.0303,0.0056
509,10.903102,-1.0486,-0.0344,0.0381
510,10.922605,-1.0611,-0.022,0.0428
511,10.94283,-1.0349,-0.0029,0.0154
512,10.962208,-0.997,0.0188,0.0254
513,10.985472,-0.9733,0.0315,0.0437
514,11.0034,-0.9614,0.0406,0.0337
515,11.022662,-0.9763,0.0667,0.0288
516,11.043061,-1.0139,0.0821,0.0525
517,11.062236,-1.0325,0.0616,0.0674
518,11.082547,-1.01,0.0327,0.0672
519,11.102752,-1.0022,0.0086,0.0112
520,11.122122,-1.01,-0.0086,0.0051
521,11.142777,-1.0056,-0.0005,0.0533
522,11.162919,-0.9946,0.0291,0.0381
523,11.182579,-1.0181,0.0501,0.0122
524,11.203476,-1.0327,0.0525,0.0227
525,11.223053,-1.0168,0.0347,0.0318
526,11.243343,-1.0063,0.0208,0.0354
527,11.262591,-1.0151,0.0225,0.0418
528,11.283301,-1.0146,0.0386,0.0503
529,11.303406,-1.0029,0.0445,0.0379
530,11.32302,-0.9997,0.0332,0.0371
531,11.34336,-1.0117,0.0318,0.0454
532,11.363187,-1.0181,0.0393,0.0623
533,11.384242,-0.9997,0.0386,0.0567
534,11.403119,-0.9763,0.0239,0.0362
535,11.423072,-0.9836,0.0254,0.0249
536,11.442684,-1.0185,0.0188,0.0479
537,11.462422,-1.0234,0.0095,0.0633
538,11.483428,-0.9948,-0.0046,0.0347
539,11.503061,-0.9826,-0.0032,0.0076
540,11.52281,-1.0039,0.02,0.0076
541,11.542718,-1.0281,0.0611,0.0384
542,11.562314,-1.0403,0.0809,0.0586
543,11.583031,-1.0281,0.0738,0.0386
544,11.602847,-1.0178,0.0472,0.0235
545,11.623432,-1.0124,0.023,0.0384
546,11.642982,-1.0063,0.0151,0.0535
547,11.662272,-1.0039,0.0244,0.0486
548,11.682551,-1.0032,0.0322,0.0357
549,11.703612,-1.0137,0.034,0.0559
550,11.722222,-1.0176,0.0374,0.0393
551,11.742671,-1.01,0.0352,0.0315
552,11.76295,-1.0041,0.0359,0.045
553,11.782777,-0.9958,0.0464,0.0503
554,11.803537,-1.0124,0.042,0.0442
555,11.822695,-1.0334,0.0457,0.0322
556,11.84246,-1.0298,0.0515,0.0107
557,11.862066,-1.0044,0.0322,0.0322
558,11.882956,-0.9909,-0.0054,0.0472
559,11.902579,-1.0112,-0.0217,0.0283
560,11.922444,-1.0381,0.0154,0.0276
561,11.943261,-1.0183,0.0459,0.0503
562,11.962137,-0.9834,0.0542,0.0315
563,11.982677,-0.9719,0.0533,0.0139
564,12.002745,-0.9775,0.054,0.0042
565,12.022834,-0.999,0.053,0.0232
566,12.042817,-1.0254,0.0479,0.0501
567,12.062984,-1.0376,0.0406,0.0479
568,12.082156,-1.0193,0.0171,0.032
569,12.102505,-0.9985,-0.0066,0.0303
570,12.122917,-1.0129,0.0046,0.0447
571,12.142825,-1.0393,0.0454,0.0552
572,12.162774,-1.0347,0.0838,0.0584
573,12.183528,-0.9968,0.0916,0.0511
574,12.204569,-0.9719,0.0745,0.0308
575,12.223481,-0.9931,0.0611,0.0269
576,12.248888,-1.0132,0.0469,0.0591
577,12.263123,-1.0163,0.0364,0.0772
578,12.28362,-1.0141,0.0376,0.0655
579,12.30348,-1.0049,0.0467,0.0452
580,12.322689,-0.9985,0.0503,0.0613
581,12.342697,-1.0044,0.0479,0.0552
582,12.368579,-1.0093,0.043,0.043
583,12.383741,-1.0144,0.0447,0.0474
584,12.402925,-1.0122,0.0564,0.0533
585,12.423662,-1.0049,0.0591,0.0398
586,12.443343,-1.0034,0.0464,0.0506
587,12.46295,-1.0105,0.0296,0.0577
588,12.483897,-1.0146,0.0276,0.0508
589,12.504006,-1.0149,0.0354,0.0515
590,12.523522,-1.0171,0.0454,0.0547
591,12.547783,-1.0075,0.0484,0.0472
592,12.562498,-1.001,0.0474,0.0457
593,12.582617,-1.0,0.0501,0.0511
594,12.604204,-1.011,0.0523,0.0518
595,12.622671,-1.0088,0.0459,0.0493
596,12.643143,-1.01,0.0325,0.0474
597,12.666399,-1.0137,0.0357,0.053
598,12.682739,-1.0097,0.042,0.0513
599,12.703124,-1.0032,0.0413,0.0384
600,12.722943,-1.008,0.0381,0.0327
