,Time,X,Y,Z
42518,1660.8860000000002,113,-179,-944
42519,1660.9250000000002,109,-176,-956
42520,1660.9640000000002,113,-176,-952
42521,1661.0030000000002,113,-183,-952
42522,1661.0420000000001,113,-179,-956
42523,1661.0810000000001,113,-179,-944
42524,1661.1200000000001,117,-179,-948
42525,1661.159,113,-179,-952
42526,1661.198,113,-179,-952
42527,1661.237,113,-179,-948
42528,1661.276,117,-179,-948
42529,1661.316,117,-179,-948
42530,1661.355,113,-183,-952
42531,1661.394,113,-183,-948
42532,1661.433,109,-183,-952
42533,1661.4720000000002,113,-183,-948
42534,1661.5110000000002,109,-187,-952
42535,1661.5500000000002,113,-183,-952
42536,1661.5890000000002,109,-179,-952
42537,1661.6280000000002,109,-179,-936
42538,1661.6670000000001,113,-179,-952
42539,1661.7060000000001,109,-179,-952
42540,1661.7450000000001,109,-172,-948
42541,1661.784,101,-179,-948
42542,1661.823,113,-179,-948
42543,1661.862,109,-183,-952
42544,1661.901,105,-183,-948
42545,1661.941,105,-179,-944
42546,1661.98,105,-176,-952
42547,1662.019,105,-183,-952
42548,1662.058,109,-183,-948
42549,1662.0970000000002,105,-176,-948
42550,1662.1360000000002,109,-179,-948
42551,1662.1750000000002,113,-179,-948
42552,1662.2140000000002,113,-179,-948
42553,1662.2530000000002,109,-187,-952
42554,1662.2920000000001,109,-179,-959
42555,1662.3310000000001,105,-179,-952
42556,1662.3700000000001,105,-183,-940
42557,1662.409,109,-187,-952
42558,1662.448,109,-179,-948
42559,1662.487,105,-179,-948
42560,1662.526,105,-179,-948
42561,1662.566,113,-179,-944
42562,1662.605,117,-179,-952
42563,1662.644,105,-183,-948
42564,1662.683,109,-176,-948
42565,1662.7220000000002,109,-183,-948
42566,1662.7610000000002,109,-176,-952
42567,1662.8000000000002,105,-179,-944
42568,1662.8390000000002,101,-183,-952
42569,1662.8780000000002,109,-179,-952
42570,1662.9170000000001,101,-179,-952
42571,1662.9560000000001,109,-179,-944
42572,1662.9950000000001,113,-183,-952
42573,1663.034,109,-179,-952
42574,1663.073,105,-172,-956
42575,1663.112,109,-176,-940
42576,1663.151,113,-183,-948
42577,1663.191,113,-179,-952
42578,1663.23,109,-179,-948
42579,1663.269,109,-179,-948
42580,1663.308,121,-179,-952
42581,1663.3470000000002,117,-179,-944
42582,1663.3860000000002,113,-176,-948
42583,1663.4250000000002,113,-176,-948
42584,1663.4640000000002,113,-179,-948
42585,1663.5030000000002,109,-179,-948
42586,1663.5420000000001,113,-179,-948
42587,1663.5810000000001,113,-179,-948
42588,1663.6200000000001,117,-179,-948
42589,1663.659,113,-183,-952
42590,1663.698,113,-183,-948
42591,1663.737,113,-179,-944
42592,1663.776,117,-183,-948
42593,1663.816,117,-176,-956
42594,1663.855,117,-179,-952
42595,1663.894,117,-187,-944
42596,1663.933,109,-183,-948
42597,1663.9720000000002,113,-179,-952
42598,1664.0110000000002,113,-179,-952
42599,1664.0500000000002,113,-183,-944
42600,1664.0890000000002,121,-179,-948
42601,1664.1280000000002,117,-179,-948
42602,1664.1670000000001,113,-179,-944
42603,1664.2060000000001,117,-176,-952
42604,1664.2450000000001,117,-183,-952
42605,1664.284,121,-176,-948
42606,1664.323,117,-179,-952
42607,1664.362,117,-176,-948
42608,1664.401,121,-183,-952
42609,1664.441,113,-176,-948
42610,1664.48,113,-176,-948
42611,1664.519,117,-179,-948
42612,1664.558,117,-176,-956
42613,1664.5970000000002,113,-172,-956
42614,1664.6360000000002,117,-176,-944
42615,1664.6750000000002,113,-179,-956
42616,1664.7140000000002,113,-179,-952
42617,1664.7530000000002,109,-179,-948
42618,1664.7920000000001,113,-176,-952
42619,1664.8310000000001,117,-179,-948
42620,1664.8700000000001,113,-176,-948
42621,1664.909,113,-179,-948
42622,1664.948,113,-183,-952
42623,1664.987,113,-179,-952
42624,1665.026,109,-183,-948
42625,1665.066,109,-183,-952
42626,1665.105,113,-176,-948
42627,1665.144,113,-179,-952
42628,1665.183,109,-176,-952
42629,1665.2220000000002,117,-179,-952
42630,1665.2610000000002,109,-179,-952
42631,1665.3000000000002,113,-183,-952
42632,1665.3390000000002,109,-172,-952
42633,1665.3780000000002,113,-176,-944
42634,1665.4170000000001,109,-183,-944
42635,1665.4560000000001,105,-176,-952
42636,1665.4950000000001,109,-179,-948
42637,1665.534,105,-183,-952
42638,1665.573,101,-179,-952
42639,1665.612,109,-176,-944
42640,1665.651,109,-179,-952
42641,1665.691,105,-179,-952
42642,1665.73,105,-179,-948
42643,1665.769,113,-179,-948
42644,1665.808,109,-179,-952
42645,1665.8470000000002,105,-179,-944
42646,1665.8860000000002,109,-179,-952
42647,1665.9250000000002,113,-176,-956
42648,1665.9640000000002,113,-187,-948
42649,1666.0030000000002,109,-176,-948
42650,1666.0420000000001,117,-183,-948
42651,1666.0810000000001,109,-176,-956
42652,1666.1200000000001,101,-172,-940
42653,1666.159,113,-176,-944
42654,1666.198,109,-187,-952
42655,1666.237,109,-183,-952
42656,1666.276,109,-179,-944
42657,1666.316,105,-179,-948
42658,1666.355,113,-179,-956
42659,1666.394,113,-183,-952
42660,1666.433,109,-187,-944
42661,1666.4720000000002,113,-176,-952
42662,1666.5110000000002,109,-183,-952
42663,1666.5500000000002,117,-176,-956
42664,1666.5890000000002,113,-179,-948
42665,1666.6280000000002,109,-176,-948
42666,1666.6670000000001,109,-176,-948
42667,1666.7060000000001,113,-179,-948
42668,1666.7450000000001,109,-183,-944
42669,1666.784,109,-183,-948
42670,1666.823,117,-176,-952
42671,1666.862,105,-176,-948
42672,1666.901,105,-179,-940
42673,1666.941,109,-187,-948
42674,1666.98,109,-179,-956
42675,1667.019,105,-179,-952
42676,1667.058,105,-179,-948
42677,1667.0970000000002,113,-179,-956
42678,1667.1360000000002,109,-183,-948
42679,1667.1750000000002,109,-179,-952
42680,1667.2140000000002,101,-179,-948
42681,1667.2530000000002,109,-183,-948
42682,1667.2920000000001,105,-179,-948
42683,1667.3310000000001,105,-179,-944
42684,1667.3700000000001,113,-179,-948
42685,1667.409,113,-179,-948
42686,1667.448,105,-176,-944
42687,1667.487,113,-179,-944
42688,1667.526,109,-179,-952
42689,1667.566,113,-176,-948
42690,1667.605,113,-168,-956
42691,1667.644,117,-179,-948
42692,1667.683,109,-179,-952
42693,1667.7220000000002,109,-172,-952
42694,1667.7610000000002,113,-179,-956
42695,1667.8000000000002,109,-176,-944
42696,1667.8390000000002,113,-183,-952
42697,1667.8780000000002,113,-176,-952
42698,1667.9170000000001,117,-179,-952
42699,1667.9560000000001,113,-179,-952
42700,1667.9950000000001,109,-179,-952
42701,1668.034,109,-179,-944
42702,1668.073,113,-179,-948
42703,1668.112,109,-172,-948
42704,1668.151,109,-179,-948
42705,1668.191,109,-176,-952
42706,1668.23,109,-179,-948
42707,1668.269,109,-179,-944
42708,1668.308,113,-179,-948
42709,1668.3470000000002,109,-179,-952
42710,1668.3860000000002,109,-168,-952
42711,1668.4250000000002,109,-183,-940
42712,1668.4640000000002,105,-179,-948
42713,1668.5030000000002,105,-172,-948
42714,1668.5420000000001,105,-179,-948
42715,1668.5810000000001,105,-172,-948
42716,1668.6200000000001,109,-176,-944
42717,1668.659,109,-172,-948
42718,1668.698,109,-172,-952
42719,1668.737,105,-179,-944
42720,1668.776,113,-176,-956
42721,1668.816,105,-176,-952
42722,1668.855,105,-172,-948
42723,1668.894,105,-179,-948
42724,1668.933,109,-172,-952
42725,1668.9720000000002,105,-176,-952
42726,1669.0110000000002,109,-172,-944
42727,1669.0500000000002,105,-179,-948
42728,1669.0890000000002,109,-183,-956
42729,1669.1280000000002,101,-172,-952
42730,1669.1670000000001,105,-179,-944
42731,1669.2060000000001,105,-179,-948
42732,1669.2450000000001,101,-179,-956
42733,1669.284,109,-176,-948
42734,1669.323,105,-183,-952
42735,1669.362,105,-179,-952
42736,1669.401,101,-172,-944
42737,1669.441,105,-179,-952
42738,1669.48,105,-179,-952
42739,1669.519,101,-172,-948
42740,1669.558,105,-176,-948
42741,1669.5970000000002,101,-179,-948
42742,1669.6360000000002,105,-176,-948
42743,1669.6750000000002,109,-176,-944
42744,1669.7140000000002,105,-179,-948
42745,1669.7530000000002,105,-183,-948
42746,1669.7920000000001,105,-176,-944
42747,1669.8310000000001,101,-176,-948
42748,1669.8700000000001,109,-172,-952
42749,1669.909,101,-168,-959
42750,1669.948,105,-179,-936
42751,1669.987,109,-183,-952
42752,1670.026,105,-179,-956
42753,1670.066,101,-172,-952
42754,1670.105,101,-176,-948
42755,1670.144,113,-179,-948
42756,1670.183,113,-179,-952
42757,1670.2220000000002,109,-179,-944
42758,1670.2610000000002,109,-176,-944
42759,1670.3000000000002,109,-179,-948
42760,1670.3390000000002,113,-179,-948
42761,1670.3780000000002,105,-176,-948
42762,1670.4170000000001,109,-183,-948
42763,1670.4560000000001,105,-179,-956
42764,1670.4950000000001,105,-176,-948
42765,1670.534,109,-179,-940
42766,1670.573,105,-176,-952
42767,1670.612,113,-176,-952
42768,1670.651,105,-176,-948
42769,1670.691,105,-179,-940
42770,1670.73,109,-179,-948
42771,1670.769,105,-183,-952
42772,1670.808,109,-183,-952
42773,1670.8470000000002,105,-176,-948
42774,1670.8860000000002,109,-179,-948
42775,1670.9250000000002,113,-183,-948
42776,1670.9640000000002,109,-179,-952
42777,1671.0030000000002,109,-179,-952
42778,1671.0420000000001,113,-179,-952
42779,1671.0810000000001,105,-176,-952
42780,1671.1200000000001,109,-179,-948
42781,1671.159,105,-176,-948
42782,1671.198,113,-179,-952
42783,1671.237,113,-179,-948
42784,1671.276,105,-179,-948
42785,1671.316,105,-172,-944
42786,1671.355,113,-179,-944
42787,1671.394,113,-176,-952
42788,1671.433,109,-176,-952
42789,1671.4720000000002,105,-172,-944
42790,1671.5110000000002,113,-176,-952
42791,1671.5500000000002,109,-179,-948
42792,1671.5890000000002,109,-179,-952
42793,1671.6280000000002,109,-176,-948
42794,1671.6670000000001,113,-176,-944
42795,1671.7060000000001,113,-183,-952
42796,1671.7450000000001,117,-176,-948
42797,1671.784,113,-176,-948
42798,1671.823,113,-179,-952
42799,1671.862,113,-179,-948
42800,1671.901,113,-176,-948
42801,1671.941,113,-176,-952
42802,1671.98,117,-172,-948
42803,1672.019,113,-176,-956
42804,1672.058,113,-176,-948
42805,1672.0970000000002,113,-183,-948
42806,1672.1360000000002,121,-179,-956
42807,1672.1750000000002,113,-176,-956
42808,1672.2140000000002,113,-179,-940
42809,1672.2530000000002,113,-183,-952
42810,1672.2920000000001,117,-176,-948
42811,1672.3310000000001,113,-176,-956
42812,1672.3700000000001,117,-176,-952
42813,1672.409,113,-176,-944
42814,1672.448,117,-179,-952
42815,1672.487,113,-176,-952
42816,1672.526,113,-179,-948
42817,1672.566,117,-176,-952
42818,1672.605,117,-176,-948
42819,1672.644,117,-179,-948
42820,1672.683,113,-179,-948
42821,1672.7220000000002,113,-179,-948
42822,1672.7610000000002,113,-176,-948
42823,1672.8000000000002,117,-187,-948
42824,1672.8390000000002,113,-179,-952
42825,1672.8780000000002,125,-176,-952
42826,1672.9170000000001,113,-168,-952
42827,1672.9560000000001,117,-172,-940
42828,1672.9950000000001,117,-176,-948
42829,1673.034,113,-172,-948
42830,1673.073,113,-176,-952
42831,1673.112,105,-176,-944
42832,1673.151,113,-176,-944
42833,1673.191,117,-179,-952
42834,1673.23,105,-176,-944
42835,1673.269,117,-172,-952
42836,1673.308,113,-176,-948
42837,1673.3470000000002,113,-176,-952
42838,1673.3860000000002,113,-176,-952
42839,1673.4250000000002,113,-176,-952
42840,1673.4640000000002,113,-179,-952
42841,1673.5030000000002,113,-179,-952
42842,1673.5420000000001,113,-176,-940
42843,1673.5810000000001,113,-179,-952
42844,1673.6200000000001,117,-172,-956
42845,1673.659,105,-168,-956
42846,1673.698,113,-176,-940
42847,1673.737,109,-179,-952
42848,1673.776,105,-179,-948
42849,1673.816,117,-176,-952
42850,1673.855,105,-179,-948
42851,1673.894,113,-176,-952
42852,1673.933,121,-176,-948
42853,1673.9720000000002,109,-179,-952
42854,1674.0110000000002,109,-179,-948
42855,1674.0500000000002,113,-176,-952
42856,1674.0890000000002,109,-179,-944
42857,1674.1280000000002,109,-183,-948
42858,1674.1670000000001,109,-183,-952
42859,1674.2060000000001,109,-176,-952
42860,1674.2450000000001,109,-187,-952
42861,1674.284,113,-179,-948
42862,1674.323,105,-187,-944
42863,1674.362,117,-179,-956
42864,1674.401,109,-176,-956
42865,1674.441,109,-176,-944
42866,1674.48,109,-179,-944
42867,1674.519,113,-187,-956
42868,1674.558,109,-176,-952
42869,1674.5970000000002,105,-179,-948
42870,1674.6360000000002,105,-187,-948
42871,1674.6750000000002,113,-176,-948
42872,1674.7140000000002,109,-179,-948
42873,1674.7530000000002,105,-179,-948
42874,1674.7920000000001,109,-183,-948
42875,1674.8310000000001,109,-179,-952
42876,1674.8700000000001,105,-179,-952
42877,1674.909,113,-183,-948
42878,1674.948,109,-179,-952
42879,1674.987,109,-179,-948
42880,1675.026,109,-179,-948
42881,1675.066,105,-179,-948
42882,1675.105,113,-183,-944
42883,1675.144,109,-176,-959
42884,1675.183,105,-176,-944
42885,1675.2220000000002,113,-183,-952
42886,1675.2610000000002,109,-183,-956
42887,1675.3000000000002,109,-179,-952
42888,1675.3390000000002,105,-179,-956
42889,1675.3780000000002,109,-179,-952
42890,1675.4170000000001,105,-176,-952
42891,1675.4560000000001,105,-187,-948
42892,1675.4950000000001,101,-176,-952
42893,1675.534,109,-176,-948
42894,1675.573,105,-176,-952
42895,1675.612,109,-176,-948
42896,1675.651,109,-176,-944
42897,1675.691,101,-183,-948
42898,1675.73,105,-179,-952
42899,1675.769,105,-183,-952
42900,1675.808,105,-172,-948
42901,1675.8470000000002,117,-179,-956
42902,1675.8860000000002,109,-179,-959
42903,1675.9250000000002,109,-172,-952
42904,1675.9640000000002,109,-179,-940
42905,1676.0030000000002,109,-183,-948
42906,1676.0420000000001,105,-179,-944
42907,1676.0810000000001,113,-176,-948
42908,1676.1200000000001,101,-176,-944
42909,1676.159,113,-179,-948
42910,1676.198,109,-176,-952
42911,1676.237,113,-172,-952
42912,1676.276,113,-176,-948
42913,1676.316,109,-179,-944
42914,1676.355,113,-176,-952
42915,1676.394,109,-179,-948
42916,1676.433,109,-179,-952
42917,1676.4720000000002,113,-176,-948
42918,1676.5110000000002,109,-179,-952
42919,1676.5500000000002,117,-179,-952
42920,1676.5890000000002,113,-172,-952
42921,1676.6280000000002,113,-179,-948
42922,1676.6670000000001,113,-172,-956
42923,1676.7060000000001,121,-179,-940
42924,1676.7450000000001,109,-176,-948
42925,1676.784,105,-176,-944
42926,1676.823,117,-176,-956
42927,1676.862,105,-176,-952
42928,1676.901,117,-176,-948
42929,1676.941,117,-179,-952
42930,1676.98,113,-176,-944
42931,1677.019,113,-179,-948
42932,1677.058,117,-176,-956
42933,1677.0970000000002,117,-179,-952
42934,1677.1360000000002,117,-172,-948
42935,1677.1750000000002,113,-176,-948
42936,1677.2140000000002,117,-176,-952
42937,1677.2530000000002,113,-176,-948
42938,1677.2920000000001,113,-176,-944
42939,1677.3310000000001,113,-176,-952
42940,1677.3700000000001,117,-179,-948
42941,1677.409,113,-172,-952
42942,1677.448,113,-172,-944
42943,1677.487,105,-183,-948
42944,1677.526,105,-176,-948
42945,1677.566,113,-176,-952
42946,1677.605,113,-172,-952
42947,1677.644,105,-179,-948
42948,1677.683,109,-172,-944
42949,1677.7220000000002,113,-187,-952
42950,1677.7610000000002,105,-183,-948
42951,1677.8000000000002,109,-172,-948
42952,1677.8390000000002,109,-183,-948
42953,1677.8780000000002,113,-179,-948
42954,1677.9170000000001,113,-179,-952
42955,1677.9560000000001,113,-172,-948
42956,1677.9950000000001,113,-179,-948
42957,1678.034,105,-179,-948
42958,1678.073,105,-176,-948
42959,1678.112,109,-183,-952
42960,1678.151,113,-183,-959
42961,1678.191,105,-176,-956
42962,1678.23,105,-176,-936
42963,1678.269,109,-179,-956
42964,1678.308,109,-176,-952
42965,1678.3470000000002,109,-183,-952
42966,1678.3860000000002,105,-183,-948
42967,1678.4250000000002,113,-179,-948
42968,1678.4640000000002,109,-183,-952
42969,1678.5030000000002,105,-183,-952
42970,1678.5420000000001,105,-176,-952
42971,1678.5810000000001,109,-179,-952
42972,1678.6200000000001,105,-176,-952
42973,1678.659,101,-183,-948
42974,1678.698,101,-179,-948
42975,1678.737,101,-179,-948
42976,1678.776,101,-179,-952
42977,1678.816,109,-176,-944
42978,1678.855,101,-183,-948
42979,1678.894,109,-179,-956
42980,1678.933,98,-172,-952
