Time,Qom,ComX,ComY,AomX1,AomY1,AomX2,AomY2
800,524736,0.4675323222852381,0.4913211214782291,0.648,0.36,0.668,0.455
840,735767,0.49529395854937774,0.49009715485110555,0.5873333333333334,0.32666666666666666,0.6193333333333333,0.41
880,461918,0.4897736899911529,0.4858642010053733,0.5713333333333334,0.37333333333333335,0.5873333333333334,0.41
920,776287,0.5153457926428412,0.4948847312055121,0.6713333333333333,0.33666666666666667,0.7186666666666667,0.4
960,453179,0.4608000782619378,0.48355860487798413,0.7466666666666667,0.37333333333333335,0.7586666666666667,0.4033333333333333
1000,623993,0.49626793997154883,0.48807827972429163,0.6693333333333333,0.27,0.6873333333333334,0.3
1040,534856,0.5043985359299201,0.48689623936162263,0.842,0.38333333333333336,0.886,0.59
1080,727235,0.5190116509793944,0.4994599819865653,0.842,0.38,0.892,0.5883333333333334
1120,524034,0.47571087117757,0.48705093880676953,0.8486666666666667,0.49,0.882,0.5783333333333334
1160,721527,0.5057609486547281,0.48815803843792394,0.8433333333333334,0.47833333333333333,0.8846666666666667,0.59
1200,550040,0.49382049426708347,0.4823343665915205,0.85,0.45,0.8826666666666667,0.5833333333333334
1240,705202,0.5033557458241279,0.4950229296003131,0.6726666666666666,0.37166666666666665,0.7026666666666667,0.5066666666666667
1280,1016895,0.5216740240306686,0.49682749775870017,0.65,0.37166666666666665,0.6773333333333333,0.6316666666666667
1320,624176,0.4877217109704101,0.4876770707834543,0.8406666666666667,0.5316666666666666,0.87,0.57
1360,643510,0.48881185891957124,0.49097403044759746,0.51,0.275,0.524,0.32166666666666666
1400,456332,0.48457475551425994,0.4743822954924629,0.13866666666666666,0.3433333333333333,0.14933333333333335,0.37333333333333335
1440,824493,0.4991414756300741,0.4924962775103408,0.10733333333333334,0.675,0.13733333333333334,0.7366666666666667
1480,536943,0.4851848681641565,0.4798635485206684,0.852,0.535,0.8653333333333333,0.5866666666666667
1520,656584,0.5322288887128938,0.4883540516775717,0.8706666666666667,0.3933333333333333,0.8966666666666666,0.5866666666666667
1560,541775,0.525941910694784,0.47119609001276674,0.6973333333333334,0.37833333333333335,0.7193333333333334,0.5883333333333334
1600,806019,0.5219734596827122,0.4928525878422219,0.656,0.3883333333333333,0.71,0.645
1640,642942,0.5171994187137668,0.48005177501754936,0.8206666666666667,0.5266666666666666,0.8713333333333333,0.5983333333333334
1680,719292,0.5227962125719919,0.48530994598392113,0.6686666666666666,0.3933333333333333,0.7046666666666667,0.5333333333333333
1720,540214,0.5226372141410627,0.4816319952216467,0.8613333333333333,0.39166666666666666,0.8946666666666667,0.5866666666666667
1760,831417,0.5295502714041209,0.4979187619850609,0.8153333333333334,0.37,0.8913333333333333,0.5983333333333334
1800,1203658,0.5344309707020876,0.5007049344581268,0.8126666666666666,0.38333333333333336,0.892,0.595
